"","Space","Rooms","Price","Height","CurrentFloor","TotalFloors","BuildingType","Condition","Baths","Region"
"1175",82,3,1e+05,3,2,8,"Other","Good","1","Arabkir"
"1176",90,3,90000,2.8,1,5,"Other","Good","1","Arabkir"
"1177",148,3,114000,3,15,15,"Other","Good","1","Arabkir"
"1178",97,3,95000,2.8,3,9,"Other","Good","1","Arabkir"
"1179",97,3,170000,3.2,3,4,"Other","Good","1","Center"
"1180",100,3,81000,2.8,8,11,"Other","Good","1","Davtashen"
"1181",90,3,159000,3.2,7,7,"Other","Good","2","Center"
"1182",73,2,95000,2.8,2,4,"Other","Good","1","Arabkir"
"1183",82,3,135000,3,7,9,"Other","Good","2","Arabkir"
"1184",80,3,85000,3,3,5,"Other","Good","1","Arabkir"
"1185",96,3,94000,2.8,2,6,"Other","Good","1","Arabkir"
"1186",165,4,170000,3,15,22,"Other","Good","2","Center"
"1187",94,3,1e+05,2.8,5,6,"Other","Good","1","Center"
"1188",128,3,130000,3,8,9,"Other","Good","2","Center"
"1189",75,3,134000,3.2,2,5,"Other","Good","1","Center"
"1190",100,4,190000,3.2,3,5,"Other","Good","1","Center"
"1191",55,2,115000,3.2,5,5,"Other","Good","1","Center"
"1192",60,2,107000,2.8,4,5,"Other","Good","1","Center"
"1193",86,3,133000,3,6,9,"Other","Good","1","Center"
"1194",170,4,190000,2.8,4,4,"Other","Good","2","Center"
"1195",43,2,83000,3,12,18,"Other","Good","1","Center"
"1196",105,3,175000,3,5,22,"Other","Good","1","Center"
"1197",79,3,85000,3,7,9,"Other","Good","1","Center"
"1198",80,3,140000,3.2,2,4,"Other","Good","1","Center"
"1199",144,4,135000,3,13,16,"Other","Good","1","Nor Norq"
"1200",87,3,140000,2.8,2,4,"Other","Good","2","Arabkir"
"1201",85,3,103000,3,2,8,"Other","Good","1","Arabkir"
"1202",110,5,110000,3,12,14,"Other","Good","2","Arabkir"
"1203",120,4,133000,3.2,8,16,"Other","Good","2","Nor Norq"
"1204",97,3,160000,3.2,14,16,"Other","Good","1","Center"
"1205",127,6,150000,2.8,5,5,"Other","Good","2","Center"
"1206",125,4,187500,3.2,5,6,"Other","Good","1","Center"
"1207",110,2,90000,3,4,4,"Other","Good","1","Center"
"1208",70,2,115000,3,1,9,"Other","Good","2","Center"
"1209",100,4,130000,2.8,4,5,"Other","Good","1","Center"
"1210",44,2,48000,2.8,13,14,"Other","Good","1","Center"
"1211",60,2,45000,2.8,4,6,"Other","Good","1","Arabkir"
"1212",38,1,37000,2.8,3,5,"Other","Good","1","Arabkir"
"1213",38,1,36000,2.8,3,5,"Other","Good","1","Arabkir"
"1214",40,2,30000,2.8,1,5,"Other","Good","1","Arabkir"
"1215",66,3,66000,2.8,3,4,"Other","Good","1","Qanaqer-Zeytun"
"1216",52,2,33000,2.8,1,5,"Other","Good","1","Nor Norq"
"1217",80,2,72000,3,4,4,"Other","Good","1","Center"
"1218",120,4,220000,3.2,4,5,"Other","Good","2","Center"
"1219",67,2,125000,3,10,10,"Other","Good","1","Center"
"1220",104,3,41000,2.8,14,16,"Other","Good","1","Achapnyak"
"1221",60,2,72000,2.8,7,9,"Other","Good","1","Center"
"1222",78,3,70000,2.8,6,6,"Other","Good","1","Arabkir"
"1223",70,3,74000,3,6,7,"Other","Good","2","Nor Norq"
"1224",68,2,67000,2.8,8,9,"Other","Good","1","Center"
"1225",120,1,160000,3.2,5,17,"Other","Good","1","Arabkir"
"1226",42,2,49000,2.8,4,5,"Other","Good","1","Nor Norq"
"1227",105,3,64000,2.8,4,5,"Other","Good","1","Nor Norq"
"1228",54,2,39000,2.8,1,12,"Other","Good","1","Nor Norq"
"1229",276,6,1e+06,3,6,9,"Other","Good","3","Center"
"1230",44,2,40000,2.8,1,9,"Other","Good","1","Nor Norq"
"1231",51,2,64000,2.8,3,7,"Other","Good","1","Arabkir"
"1232",190,4,2e+05,2.8,5,5,"Other","Good","1","Center"
"1233",180,4,240000,2.8,4,5,"Other","Good","2","Center"
"1234",80,2,43000,2.8,1,9,"Other","Good","1","Erebuni"
"1235",52,1,44000,3,5,9,"Other","Good","1","Arabkir"
"1236",80,3,42000,2.8,3,4,"Other","Good","1","Erebuni"
"1237",76,2,58000,2.8,12,14,"Other","Good","1","Davtashen"
"1238",37,1,60000,3,3,5,"Other","Good","1","Center"
"1239",43,1,60000,2.8,6,10,"Other","Good","1","Center"
"1240",70,2,75000,3.2,1,5,"Other","Good","1","Center"
"1241",68,2,68000,2.8,8,9,"Other","Good","1","Center"
"1242",70,2,65000,3.2,1,4,"Other","Good","1","Center"
"1243",84,3,63000,2.8,8,14,"Other","Good","1","Arabkir"
"1244",86,3,78000,2.6,4,5,"Other","Good","2","Arabkir"
"1245",74,3,68000,2.8,3,5,"Other","Good","1","Arabkir"
"1246",44,2,63500,2.8,3,9,"Other","Good","1","Center"
"1247",71,3,59000,2.8,6,9,"Other","Good","1","Qanaqer-Zeytun"
"1248",62,2,45000,2.8,6,9,"Other","Good","1","Qanaqer-Zeytun"
"1249",64,3,54000,2.8,2,9,"Other","Good","1","Arabkir"
"1250",60,3,46000,2.8,4,6,"Other","Good","1","Arabkir"
"1251",54,2,38000,2.6,3,4,"Other","Good","1","Qanaqer-Zeytun"
"1252",78,2,60000,2.8,2,8,"Other","Good","1","Center"
"1253",73,3,64000,2.8,2,6,"Other","Good","1","Arabkir"
"1254",61,2,65000,2.8,5,9,"Other","Good","1","Center"
"1255",80,3,65000,2.8,1,9,"Other","Good","1","Arabkir"
"1256",80,3,45000,2.8,4,9,"Other","Good","1","Malatia-Sebastia"
"1257",52,2,57000,3,5,5,"Other","Good","1","Center"
"1258",50,2,42000,2.8,2,6,"Other","Good","1","Shengavit"
"1259",97,3,72000,2.8,8,9,"Other","Good","1","Davtashen"
"1260",80,3,77000,2.6,5,5,"Other","Good","1","Center"
"1261",62,2,70000,2.8,2,5,"Other","Good","1","Center"
"1262",100,3,72000,2.8,3,9,"Other","Good","1","Davtashen"
"1263",47,1,47000,2.8,1,5,"Other","Good","1","Center"
"1264",55,2,65000,2.8,2,5,"Other","Good","1","Arabkir"
"1265",163,4,282000,3,8,14,"Other","Good","2","Center"
"1266",46,2,44000,2.8,5,9,"Other","Good","1","Arabkir"
"1267",65,2,51500,2.8,10,12,"Other","Good","1","Nor Norq"
"1268",76,2,50000,2.8,9,9,"Other","Good","1","Nor Norq"
"1269",108,4,85000,2.8,15,15,"Other","Good","2","Center"
"1270",65,1,73000,2.8,5,5,"Other","Good","1","Arabkir"
"1271",67,2,48000,2.8,9,9,"Panel","Good","2","Davtashen"
"1272",83,4,89000,3,2,5,"Panel","Good","1","Arabkir"
"1273",42,2,52000,2.6,3,5,"Panel","Good","1","Arabkir"
"1274",53,2,54000,2.8,5,5,"Panel","Good","1","Arabkir"
"1275",100,4,140000,2.8,9,9,"Panel","Good","1","Center"
"1276",85,3,142000,3,2,4,"Panel","Good","1","Arabkir"
"1277",75,3,140000,3,2,4,"Panel","Good","1","Center"
"1278",86,3,130000,2.8,2,9,"Panel","Good","1","Arabkir"
"1279",115,3,135000,2.8,5,5,"Panel","Good","2","Center"
"1280",64,2,105000,3,5,5,"Panel","Good","1","Center"
"1281",67,2,92000,2.8,4,10,"Panel","Good","2","Center"
"1282",110,3,180000,3.2,7,7,"Panel","Good","2","Center"
"1283",90,3,135000,2.8,4,10,"Panel","Good","1","Center"
"1284",80,3,170000,2.8,3,9,"Panel","Good","2","Center"
"1285",80,3,125000,3,6,6,"Panel","Good","1","Center"
"1286",55,2,105000,2.8,3,10,"Panel","Good","1","Center"
"1287",165,4,240000,2.8,5,5,"Panel","Good","1","Center"
"1288",55,2,190000,3.2,5,5,"Panel","Good","1","Center"
"1289",70,3,225000,3.2,3,5,"Panel","Good","1","Center"
"1290",98,3,130000,2.8,4,4,"Panel","Good","1","Center"
"1291",91,3,144000,2.8,11,12,"Panel","Good","1","Center"
"1292",88,2,140000,2.8,4,10,"Panel","Good","2","Center"
"1293",92,3,190000,3,6,8,"Panel","Good","1","Center"
"1294",76,2,120000,2.8,3,3,"Panel","Good","1","Center"
"1295",65,2,110000,3,2,9,"Panel","Good","1","Center"
"1296",73,2,112000,2.8,7,11,"Panel","Good","1","Center"
"1297",108,4,125000,3,2,5,"Panel","Good","1","Center"
"1298",116,3,160000,2.8,5,6,"Panel","Good","1","Center"
"1299",211,4,360000,2.8,3,4,"Panel","Good","3","Center"
"1300",110,3,210000,2.8,4,4,"Panel","Good","1","Center"
"1301",82,3,1e+05,2.8,3,5,"Panel","Good","1","Center"
"1302",110,4,150000,3,9,10,"Panel","Good","1","Center"
"1303",110,4,170000,3,4,5,"Panel","Good","1","Center"
"1304",120,3,225000,3.2,2,4,"Panel","Good","2","Center"
"1305",67,2,105000,3,3,11,"Panel","Good","1","Center"
"1306",86,3,160000,2.8,1,4,"Panel","Good","1","Center"
"1307",240,4,5e+05,2.8,4,5,"Panel","Good","3","Center"
"1308",80,3,270000,3.2,2,5,"Panel","Good","1","Center"
"1309",80,3,270000,3.2,2,5,"Panel","Good","2","Center"
"1310",80,3,280000,3,2,8,"Panel","Good","1","Center"
"1311",77,3,125000,2.8,1,9,"Panel","Good","1","Center"
"1312",80,3,105000,3,3,4,"Panel","Good","1","Center"
"1313",80,3,145000,2.8,4,5,"Panel","Good","1","Center"
"1314",110,3,150000,2.8,13,17,"Panel","Good","2","Center"
"1315",85,3,105000,3,2,19,"Panel","Good","1","Arabkir"
"1316",92,3,150000,2.8,4,11,"Panel","Good","1","Center"
"1317",95,3,169000,2.8,2,5,"Panel","Good","1","Center"
"1318",104,2,350000,3.2,8,10,"Panel","Good","2","Center"
"1319",67,2,125000,3.2,5,5,"Panel","Good","1","Center"
"1320",100,3,1e+05,3,4,9,"Panel","Good","1","Center"
"1321",130,3,230000,3.2,3,10,"Panel","Good","2","Center"
"1322",125,4,130000,3.2,4,4,"Panel","Good","2","Arabkir"
"1323",105,3,105000,3.2,2,4,"Panel","Good","1","Center"
"1324",161,4,175000,3,1,5,"Panel","Good","1","Center"
"1325",115,4,250000,3,14,21,"Panel","Good","2","Center"
"1326",40,2,115000,3,4,4,"Panel","Good","1","Center"
"1327",86,3,175000,3.2,1,4,"Panel","Good","1","Center"
"1328",120,3,160000,3,4,4,"Panel","Good","1","Center"
"1329",80,2,90000,3.2,3,4,"Panel","Good","1","Center"
"1330",92,3,110000,2.8,6,7,"Panel","Good","1","Arabkir"
"1331",86,3,110000,2.8,3,9,"Panel","Good","1","Center"
"1332",126,4,132000,2.8,1,3,"Panel","Good","2","Avan"
"1333",138,4,250000,3.2,8,12,"Panel","Good","4","Achapnyak"
"1334",65,3,95000,2.8,11,19,"Panel","Good","1","Davtashen"
"1335",160,5,160000,3,5,6,"Panel","Good","2","Qanaqer-Zeytun"
"1336",105,4,120000,3.2,5,14,"Panel","Good","2","Avan"
"1337",173,5,175000,3.2,2,4,"Panel","Good","1","Nor Norq"
"1338",74,3,130000,2.8,5,5,"Panel","Good","1","Center"
"1339",106,3,250000,3,6,7,"Panel","Good","2","Center"
"1340",93,3,210000,3.2,4,5,"Panel","Good","1","Center"
"1341",71,3,135000,3,8,11,"Panel","Newly repaired","1","Center"
"1342",114,4,125000,3.2,2,5,"Panel","Newly repaired","1","Center"
"1343",90,3,148000,3,3,5,"Panel","Newly repaired","2","Arabkir"
"1344",120,3,110000,3,1,5,"Panel","Newly repaired","1","Arabkir"
"1345",100,3,111500,2.8,3,9,"Panel","Newly repaired","1","Arabkir"
"1346",83,3,113000,2.8,3,5,"Panel","Newly repaired","1","Arabkir"
"1347",194,NA,136000,3.2,13,14,"Panel","Newly repaired","1","Arabkir"
"1348",160,4,199000,3,1,3,"Panel","Newly repaired","2","Arabkir"
"1349",260,3,130000,2.8,9,10,"Panel","Newly repaired","2","Arabkir"
"1350",175,4,232000,3,7,8,"Panel","Newly repaired","3","Arabkir"
"1351",160,5,2e+05,3,2,3,"Panel","Newly repaired","1","Arabkir"
"1352",120,4,110000,3,5,5,"Panel","Newly repaired","1","Arabkir"
"1353",72,3,110000,2.8,3,8,"Panel","Newly repaired","1","Arabkir"
"1354",90,3,125000,3.2,3,3,"Panel","Newly repaired","1","Arabkir"
"1355",85,2,118000,2.8,2,9,"Panel","Newly repaired","1","Center"
"1356",168,4,170000,2.8,5,5,"Panel","Newly repaired","1","Center"
"1357",124,4,135000,2.8,9,16,"Panel","Newly repaired","1","Center"
"1358",169,4,155000,2.8,8,14,"Panel","Newly repaired","2","Arabkir"
"1359",110,4,2e+05,3.2,4,5,"Panel","Newly repaired","2","Arabkir"
"1360",150,4,358000,2.8,1,1,"Panel","Newly repaired","2","Malatia-Sebastia"
"1361",147,4,125000,3,6,15,"Panel","Newly repaired","2","Malatia-Sebastia"
"1362",135,3,360000,3.2,10,12,"Panel","Newly repaired","3","Center"
"1363",128,4,230000,3.2,4,5,"Panel","Newly repaired","2","Center"
"1364",92,3,86000,3,7,9,"Panel","Newly repaired","1","Avan"
"1365",145,3,130000,2.8,1,5,"Panel","Newly repaired","1","Center"
"1366",104,4,127000,3,4,15,"Panel","Newly repaired","2","Davtashen"
"1367",80,3,92000,2.8,5,5,"Panel","Newly repaired","1","Center"
"1368",110,4,125000,2.8,3,5,"Panel","Newly repaired","1","Arabkir"
"1369",161,5,135000,2.8,2,5,"Panel","Newly repaired","2","Arabkir"
"1370",53,2,48000,3.2,2,4,"Panel","Newly repaired","1","Arabkir"
"1371",150,4,360000,3,7,15,"Panel","Newly repaired","2","Center"
"1372",173,6,198000,3,2,4,"Panel","Newly repaired","3","Center"
"1373",100,3,150000,3,2,5,"Panel","Newly repaired","1","Center"
"1374",104,3,55000,2.8,11,16,"Panel","Newly repaired","1","Shengavit"
"1375",125,3,122000,3,4,4,"Panel","Newly repaired","1","Center"
"1376",96,4,150000,3.2,2,5,"Panel","Newly repaired","1","Center"
"1377",110,4,149000,3,5,5,"Panel","Newly repaired","2","Center"
"1378",130,3,136000,2.8,2,5,"Panel","Newly repaired","1","Center"
"1379",110,3,175000,3,13,18,"Panel","Newly repaired","1","Center"
"1380",189,4,4e+05,3,12,14,"Panel","Newly repaired","2","Center"
"1381",75,2,66000,2.8,1,7,"Panel","Newly repaired","1","Arabkir"
"1382",74,3,62000,2.8,3,7,"Panel","Newly repaired","1","Arabkir"
"1383",180,4,280000,3,3,9,"Panel","Newly repaired","2","Center"
"1384",190,5,125000,2.8,2,5,"Panel","Newly repaired","2","Arabkir"
"1385",147,3,178000,3,2,8,"Panel","Newly repaired","2","Center"
"1386",70,3,230000,3,3,5,"Panel","Newly repaired","1","Center"
"1387",107,4,145000,3.2,3,5,"Panel","Newly repaired","1","Center"
"1388",128,3,410000,3,8,8,"Panel","Newly repaired","2","Center"
"1389",145,5,158000,2.8,4,4,"Panel","Newly repaired","2","Center"
"1390",84,3,98000,2.8,13,14,"Panel","Newly repaired","1","Center"
"1391",91,3,150000,3.2,1,4,"Panel","Newly repaired","1","Center"
"1392",200,4,7e+05,3,5,10,"Panel","Newly repaired","2","Center"
"1393",65,2,75000,3,2,16,"Panel","Newly repaired","1","Arabkir"
"1394",140,4,150000,3,8,9,"Panel","Newly repaired","3","Center"
"1395",215,5,550000,3.2,13,16,"Panel","Newly repaired","3","Center"
"1396",80,3,160000,3.2,2,5,"Panel","Newly repaired","1","Center"
"1397",185,5,450000,3.2,2,5,"Panel","Newly repaired","2","Center"
"1398",86,3,185000,3.2,3,5,"Panel","Newly repaired","1","Center"
"1399",130,4,165000,3,3,13,"Panel","Newly repaired","2","Arabkir"
"1400",125,3,299000,3,9,14,"Panel","Newly repaired","3","Center"
"1401",192,4,270000,3,2,4,"Panel","Newly repaired","1","Center"
"1402",75,3,130000,2.8,8,11,"Panel","Newly repaired","1","Center"
"1403",82,3,160000,2.8,3,5,"Panel","Newly repaired","1","Center"
"1404",135,3,190000,3,2,4,"Panel","Newly repaired","1","Center"
"1405",165,4,240000,3.2,5,5,"Panel","Newly repaired","2","Center"
"1406",75,3,142000,3.2,4,4,"Panel","Newly repaired","1","Center"
"1407",124,3,210000,3,12,17,"Panel","Newly repaired","3","Center"
"1408",60,3,115000,3,2,4,"Panel","Newly repaired","1","Center"
"1409",115,4,145000,3,5,5,"Panel","Newly repaired","2","Center"
"1410",130,4,124000,3,11,13,"Panel","Newly repaired","2","Avan"
"1411",151,4,650000,3,11,16,"Panel","Newly repaired","1","Center"
"1412",59,2,105000,2.8,4,5,"Panel","Newly repaired","1","Center"
"1413",110,3,190000,3,6,7,"Panel","Newly repaired","2","Arabkir"
"1414",117,5,85000,2.8,3,5,"Panel","Newly repaired","1","Arabkir"
"1415",160,5,160000,3,5,6,"Panel","Newly repaired","2","Qanaqer-Zeytun"
"1416",110,3,90000,3,2,14,"Panel","Newly repaired","1","Avan"
"1417",78,3,82000,2.8,2,5,"Panel","Newly repaired","1","Arabkir"
"1418",110,4,125000,3,2,14,"Panel","Newly repaired","2","Avan"
"1419",123,3,146000,3,6,15,"Panel","Newly repaired","2","Arabkir"
"1420",92,3,95000,3,6,6,"Panel","Newly repaired","1","Center"
"1421",120,4,88000,3.8,3,3,"Panel","Newly repaired","1","Center"
"1422",60,2,75000,3.2,5,5,"Panel","Newly repaired","1","Arabkir"
"1423",100,3,105000,3,1,6,"Panel","Newly repaired","1","Center"
"1424",73,4,90000,2.6,2,5,"Panel","Newly repaired","1","Center"
"1425",160,5,230000,3,4,4,"Panel","Newly repaired","1","Center"
"1426",194,4,233000,3,8,17,"Panel","Newly repaired","1","Center"
"1427",52,2,92000,2.8,4,10,"Panel","Newly repaired","1","Center"
"1428",110,3,290000,3,6,14,"Panel","Newly repaired","1","Center"
"1429",100,3,115000,2.8,2,9,"Panel","Newly repaired","1","Center"
"1430",125,3,220000,3,2,4,"Panel","Newly repaired","3","Center"
"1431",75,2,145000,3,5,5,"Panel","Newly repaired","1","Center"
"1432",208,4,250000,3,8,8,"Panel","Newly repaired","2","Center"
"1433",50,1,128000,3,12,17,"Panel","Newly repaired","1","Center"
"1434",92,3,230000,3,15,23,"Panel","Newly repaired","1","Center"
"1435",58,2,85000,3,1,5,"Panel","Newly repaired","1","Center"
"1436",42,2,75000,2.8,9,9,"Panel","Newly repaired","1","Center"
"1437",95,3,2e+05,3,3,4,"Panel","Newly repaired","1","Center"
"1438",70,3,110000,3.2,5,5,"Panel","Newly repaired","1","Center"
"1439",87,3,84000,2.8,10,11,"Panel","Newly repaired","1","Center"
"1440",84,3,118000,2.6,3,5,"Panel","Newly repaired","1","Center"
"1441",90,3,1e+05,3,6,6,"Panel","Newly repaired","1","Center"
"1442",120,4,150000,2.8,5,5,"Panel","Newly repaired","1","Center"
"1443",63,2,110000,3.2,2,5,"Panel","Newly repaired","1","Center"
"1444",108,4,135000,2.8,2,5,"Panel","Newly repaired","1","Center"
"1445",130,3,140000,3,1,7,"Panel","Newly repaired","1","Arabkir"
"1446",90,3,82000,2.8,7,11,"Panel","Newly repaired","1","Center"
"1447",75,3,53000,2.8,6,7,"Panel","Newly repaired","1","Center"
"1448",91,3,78000,2.8,10,11,"Panel","Newly repaired","1","Center"
"1449",70,3,93000,3,5,5,"Panel","Newly repaired","1","Arabkir"
"1450",74,2,150000,3,3,5,"Panel","Newly repaired","1","Center"
"1451",70,2,90000,3,13,18,"Panel","Newly repaired","1","Arabkir"
"1452",70,2,75000,3,5,13,"Panel","Newly repaired","1","Nor Norq"
"1453",160,4,185000,2.8,3,3,"Panel","Newly repaired","1","Arabkir"
"1454",75,2,95000,3,7,16,"Panel","Newly repaired","1","Arabkir"
"1455",48,1,70000,3.2,1,5,"Panel","Newly repaired","1","Center"
"1456",106,4,133000,2.8,5,11,"Panel","Newly repaired","1","Center"
"1457",92,4,87000,2.8,3,9,"Panel","Newly repaired","1","Center"
"1458",128,4,306000,3,3,5,"Panel","Newly repaired","2","Center"
"1459",72,2,125000,3,2,8,"Panel","Newly repaired","1","Center"
"1460",195,6,440000,3,11,17,"Panel","Newly repaired","3","Center"
"1461",125,4,150000,3,4,16,"Panel","Newly repaired","2","Arabkir"
"1462",165,4,105000,3,11,15,"Panel","Newly repaired","1","Davtashen"
"1463",82,3,110000,3,2,4,"Panel","Newly repaired","2","Arabkir"
"1464",81,3,110000,2.8,1,3,"Panel","Newly repaired","1","Center"
"1465",100,2,250000,3,10,10,"Panel","Newly repaired","2","Center"
"1466",160,4,125000,2.8,4,5,"Panel","Newly repaired","1","Arabkir"
"1467",126,3,210000,3,1,4,"Panel","Newly repaired","4","Center"
"1468",75,3,82000,3,2,10,"Panel","Newly repaired","1","Arabkir"
"1469",92,4,150000,3.2,1,5,"Panel","Newly repaired","1","Arabkir"
"1470",140,3,530000,3,6,8,"Panel","Newly repaired","2","Center"
"1471",50,2,47000,2.8,9,12,"Panel","Newly repaired","1","Davtashen"
"1472",61,2,45000,2.8,3,5,"Panel","Newly repaired","1","Nor Norq"
"1473",75,2,175000,3.2,4,5,"Panel","Newly repaired","1","Center"
"1474",50,2,57000,3,5,5,"Panel","Newly repaired","1","Arabkir"
"1475",43,2,52000,3.2,1,12,"Panel","Newly repaired","1","Arabkir"
"1476",76,2,58000,3.2,14,15,"Panel","Newly repaired","1","Davtashen"
"1477",148,3,115000,3,15,15,"Panel","Newly repaired","1","Arabkir"
"1478",77,3,93000,2.8,4,9,"Panel","Newly repaired","1","Arabkir"
"1479",60,2,52000,2.8,3,5,"Panel","Newly repaired","1","Nor Norq"
"1480",107,4,180000,3.2,2,2,"Panel","Newly repaired","2","Center"
"1481",100,3,84156,2.8,4,5,"Panel","Newly repaired","1","Arabkir"
"1482",51,2,35500,2.8,4,5,"Panel","Newly repaired","1","Nor Norq"
"1483",80,3,66500,2.8,13,14,"Panel","Newly repaired","1","Achapnyak"
"1484",78,3,73000,2.8,4,5,"Panel","Newly repaired","1","Arabkir"
"1485",100,3,145000,3,9,9,"Panel","Newly repaired","2","Center"
"1486",67,2,52000,2.8,9,9,"Panel","Newly repaired","1","Nor Norq"
"1487",78,3,77000,3.2,2,5,"Panel","Newly repaired","1","Center"
"1488",70,3,65000,3,1,4,"Panel","Newly repaired","1","Center"
"1489",94,3,1e+05,3,5,6,"Panel","Newly repaired","1","Center"
"1490",56,2,40000,2.8,5,5,"Panel","Newly repaired","1","Nor Norq"
"1491",80,4,80000,3.2,4,4,"Panel","Newly repaired","1","Center"
"1492",50,2,40000,2.8,1,9,"Panel","Newly repaired","1","Avan"
"1493",56,2,37000,2.8,1,14,"Panel","Newly repaired","1","Avan"
"1494",78,3,77000,2.8,3,4,"Panel","Newly repaired","1","Center"
"1495",90,3,110000,2.8,4,5,"Panel","Newly repaired","1","Center"
"1496",68,2,77000,2.8,5,5,"Panel","Newly repaired","1","Center"
"1497",80,3,105000,2.8,3,5,"Panel","Newly repaired","1","Arabkir"
"1498",66,2,92000,2.8,5,12,"Panel","Newly repaired","1","Center"
"1499",33,1,36000,2.8,3,5,"Panel","Newly repaired","1","Nor Norq"
"1500",72,2,102000,3.2,6,16,"Panel","Newly repaired","2","Davtashen"
"1501",96,3,87000,2.8,6,9,"Panel","Newly repaired","1","Davtashen"
"1502",158,5,245000,3,10,19,"Panel","Newly repaired","2","Davtashen"
"1503",107,3,95000,2.8,10,11,"Panel","Newly repaired","1","Davtashen"
"1504",143,4,310000,3.2,21,25,"Panel","Newly repaired","3","Davtashen"
"1505",96,3,97000,2.8,6,9,"Panel","Newly repaired","1","Davtashen"
"1506",80,3,93000,2.8,5,9,"Panel","Newly repaired","1","Davtashen"
"1507",90,4,87000,2.8,8,9,"Panel","Newly repaired","1","Davtashen"
"1508",117,4,1e+05,2.8,9,15,"Panel","Newly repaired","1","Davtashen"
"1509",107,3,107000,3,10,11,"Panel","Newly repaired","1","Davtashen"
"1510",101,3,97000,3,10,11,"Panel","Newly repaired","1","Davtashen"
"1511",135,3,146000,2.8,10,15,"Panel","Newly repaired","2","Davtashen"
"1512",143,4,310000,3,11,20,"Panel","Newly repaired","3","Davtashen"
"1513",84,3,80000,2.8,8,15,"Panel","Newly repaired","1","Davtashen"
"1514",220,5,615000,2.8,1,4,"Panel","Newly repaired","1","Davtashen"
"1515",100,3,95000,3,5,9,"Panel","Newly repaired","1","Davtashen"
"1516",96,3,115000,2.8,4,9,"Panel","Newly repaired","2","Davtashen"
"1517",144,3,260000,3,18,19,"Panel","Newly repaired","2","Davtashen"
"1518",96,3,80000,2.8,2,9,"Panel","Newly repaired","1","Davtashen"
"1519",94,4,117000,3,8,10,"Panel","Newly repaired","1","Arabkir"
"1520",100,3,145000,3.2,5,5,"Panel","Newly repaired","1","Center"
"1521",114,3,175000,3,3,16,"Panel","Newly repaired","2","Center"
"1522",113,3,158000,2.8,4,13,"Panel","Newly repaired","1","Arabkir"
"1523",85,3,82000,2.8,2,9,"Panel","Newly repaired","2","Center"
"1524",45,2,95000,3,3,5,"Panel","Newly repaired","1","Center"
"1525",102,3,165000,2.8,3,9,"Panel","Newly repaired","2","Center"
"1526",48,2,95000,2.8,6,9,"Panel","Newly repaired","1","Center"
"1527",90,3,85000,2.8,7,11,"Panel","Newly repaired","2","Center"
"1528",59,1,115000,3,9,14,"Panel","Newly repaired","1","Center"
"1529",120,3,3e+05,3,7,8,"Panel","Newly repaired","2","Center"
"1530",96,3,160000,2.8,2,9,"Panel","Newly repaired","1","Center"
"1531",138,4,330000,3,14,14,"Panel","Newly repaired","2","Center"
"1532",59,2,98000,3,9,14,"Panel","Newly repaired","1","Center"
"1533",102,3,90000,3,6,6,"Panel","Newly repaired","2","Center"
"1534",74,2,1e+05,2.8,6,9,"Panel","Newly repaired","1","Center"
"1535",100,4,2e+05,3.2,2,5,"Panel","Newly repaired","1","Center"
"1536",138,4,155000,3,4,4,"Panel","Newly repaired","1","Center"
"1537",75,2,120000,2.8,9,11,"Panel","Newly repaired","2","Center"
"1538",75,2,145000,3.2,5,5,"Panel","Newly repaired","1","Center"
"1539",82,2,115000,2.8,5,9,"Panel","Newly repaired","2","Center"
"1540",76,3,85000,2.8,14,16,"Panel","Newly repaired","1","Center"
"1541",118,3,180000,3,13,16,"Panel","Newly repaired","2","Arabkir"
"1542",170,4,150000,3,5,5,"Panel","Newly repaired","2","Center"
"1543",220,4,125000,2.8,6,6,"Panel","Newly repaired","2","Center"
"1544",137,4,230000,2.8,3,3,"Panel","Newly repaired","1","Center"
"1545",101,4,135000,3,7,16,"Panel","Newly repaired","1","Arabkir"
"1546",108,4,125000,2.6,2,5,"Panel","Newly repaired","1","Center"
"1547",65,2,105000,2.8,3,10,"Panel","Newly repaired","1","Center"
"1548",143,3,160000,2.8,4,4,"Panel","Newly repaired","1","Center"
"1549",208,4,250000,2.8,8,8,"Panel","Newly repaired","1","Center"
"1550",52,2,110000,2.8,4,10,"Panel","Newly repaired","1","Center"
"1551",130,3,170000,2.8,4,4,"Panel","Newly repaired","1","Arabkir"
"1552",70,3,240000,3.2,3,4,"Panel","Newly repaired","1","Center"
"1553",96,3,245000,3,6,6,"Panel","Newly repaired","1","Center"
"1554",74,2,130000,2.8,6,11,"Panel","Newly repaired","1","Center"
"1555",111,4,155000,3,4,4,"Panel","Newly repaired","2","Center"
"1556",93,3,128000,2.8,2,16,"Panel","Newly repaired","1","Center"
"1557",82,3,102000,2.8,7,16,"Panel","Newly repaired","1","Center"
"1558",91,3,148000,2.8,11,12,"Panel","Newly repaired","1","Center"
"1559",90,3,85000,2.8,4,6,"Panel","Newly repaired","1","Arabkir"
"1560",79,2,112000,2.8,3,10,"Panel","Newly repaired","1","Center"
"1561",110,4,137000,2.6,2,5,"Panel","Newly repaired","1","Center"
"1562",63,3,140000,2.8,8,10,"Panel","Newly repaired","2","Center"
"1563",100,3,185000,2.8,5,12,"Panel","Newly repaired","1","Center"
